"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"F753CC789753CBBA","electric_bike","2025-03-10 12:09:16.073","2025-03-10 12:14:21.867","Morgan St & 18th St","13163","Halsted St & Polk St","TA1307000121","41.858086","-87.651073","41.87184","-87.64664","member"
"08BC7C90FB2E65B8","electric_bike","2025-03-14 20:36:54.054","2025-03-14 20:46:05.145","Franklin St & Chicago Ave","13017","Halsted St & Fulton St","23003","41.89679","-87.63564","41.886871","-87.648089","casual"
"E051DA45615CB2CF","electric_bike","2025-03-03 10:17:42.254","2025-03-03 10:21:28.86","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","casual"
"8C22BB47174DA1F8","electric_bike","2025-03-13 19:20:50.032","2025-03-13 19:25:32.725","Morgan St & 18th St","13163","Halsted St & Polk St","TA1307000121","41.858086","-87.651073","41.87184","-87.64664","casual"
"C7917FD378EC7FF4","classic_bike","2025-03-29 10:14:16.072","2025-03-29 10:16:23.635","Wood St & Milwaukee Ave","13221","Paulina Ave & North Ave","TA1305000037","41.907655","-87.672552","41.90985465216731","-87.66993016004562","member"
"D1F3F7F47497269E","electric_bike","2025-03-07 19:28:44.986","2025-03-07 19:33:19.533","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","casual"
"06B9E581E1FA67C9","electric_bike","2025-03-08 12:59:30.575","2025-03-08 13:03:39.857","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","casual"
"1B1BA752D84A952C","classic_bike","2025-03-08 15:00:59.497","2025-03-08 15:22:16.255","Larrabee St & Armitage Ave","TA1309000006","Halsted St & Fulton St","23003","41.918084","-87.643749","41.886871","-87.648089","casual"
"8A7542CAE4658779","electric_bike","2025-03-15 16:58:16.597","2025-03-15 17:01:46.2","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","casual"
"7E664FBF2D42AED6","classic_bike","2025-03-15 09:15:58.007","2025-03-15 09:21:30.133","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","casual"
"6BD1298253EFEB35","classic_bike","2025-03-29 09:44:11.247","2025-03-29 10:03:57.86","Franklin St & Chicago Ave","13017","Campbell Ave & North Ave","13257","41.89679","-87.63564","41.910535","-87.689556","casual"
"64C8ADBD9259CE6D","classic_bike","2025-03-20 16:04:43.058","2025-03-20 16:24:26.788","Franklin St & Chicago Ave","13017","Campbell Ave & North Ave","13257","41.89679","-87.63564","41.910535","-87.689556","member"
"0CB02395238CE86F","electric_bike","2025-03-10 06:36:14.286","2025-03-10 06:40:14.933","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"A5AD23310FDF1028","electric_bike","2025-03-15 07:27:38.097","2025-03-15 07:35:28.492","Wood St & Milwaukee Ave","13221","Paulina Ave & North Ave","TA1305000037","41.907655","-87.672552","41.90985465216731","-87.66993016004562","member"
"F0ECF7440C895600","electric_bike","2025-03-03 15:37:04.572","2025-03-03 15:42:19.214","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"8CB01EFFAAB7FC78","classic_bike","2025-03-25 16:46:50.647","2025-03-25 16:55:41.918","Franklin St & Chicago Ave","13017","Halsted St & Fulton St","23003","41.89679","-87.63564","41.886871","-87.648089","member"
"286FC68FEA4F7802","electric_bike","2025-03-10 23:51:30.766","2025-03-10 23:59:40.706","Wells St & Concord Ln","TA1308000050","Wilton Ave & Diversey Pkwy*","chargingstx2","41.912133","-87.634656","41.932418","-87.652705","member"
"3ABA5ADF179FB70A","electric_bike","2025-03-26 18:32:19.545","2025-03-26 18:45:18.382","Dodge Ave & Main St","E011","Paulina St & Howard St","515","42.034796596","-87.699169993","42.019159","-87.673573","member"
"AA73D72F32A0EE5A","electric_bike","2025-03-02 17:34:01.046","2025-03-02 17:48:13.927","Dodge Ave & Main St","E011","Paulina St & Howard St","515","42.03463185161588","-87.69918769598006","42.019159","-87.673573","member"
"96154B71FE83039E","classic_bike","2025-03-21 00:09:29.069","2025-03-21 00:20:31.931","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.89102331025185","-87.63547986745834","41.886871","-87.648089","casual"
"0AE710336498C67A","electric_bike","2025-03-21 17:04:27.585","2025-03-21 17:17:58.211","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"3B22A85BB40B56C0","electric_bike","2025-03-02 14:15:56.288","2025-03-02 14:20:12.008","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","casual"
"E47E31008B2DC089","electric_bike","2025-03-14 14:49:34.829","2025-03-14 14:57:59.46","Morgan St & 18th St","13163","Halsted St & Fulton St","23003","41.858086","-87.651073","41.886871","-87.648089","casual"
"34CB8C300E69A281","electric_bike","2025-03-29 09:35:53.14","2025-03-29 09:39:30.616","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","casual"
"77BD10838C524BEB","classic_bike","2025-03-25 17:35:14.382","2025-03-25 17:47:09.763","Franklin St & Chicago Ave","13017","Halsted St & Fulton St","23003","41.89679","-87.63564","41.886871","-87.648089","casual"
"3C7E6C1F6EF80418","electric_bike","2025-03-12 19:42:07.501","2025-03-12 19:45:39.353","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"D277207415C1EFBE","electric_bike","2025-03-09 19:22:09.478","2025-03-09 19:25:07.71","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"BC9A49EEE53D5C08","electric_bike","2025-03-12 16:38:11.331","2025-03-12 16:47:29.263","Michigan Ave & Washington St","13001","Halsted St & Fulton St","23003","41.8839840647265","-87.6246839761734","41.886871","-87.648089","member"
"7864B51EC36D18E4","electric_bike","2025-03-09 13:59:38.65","2025-03-09 14:04:53.091","Morgan St & 18th St","13163","Halsted St & Polk St","TA1307000121","41.858086","-87.651073","41.87184","-87.64664","member"
"91FDC5A51B074627","classic_bike","2025-03-14 09:27:36.501","2025-03-14 09:43:41.637","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"C28EDBB75FF21698","classic_bike","2025-03-26 12:59:49.643","2025-03-26 13:03:07.574","Canal St & Taylor St","15550","Halsted St & Polk St","TA1307000121","41.870257","-87.639474","41.87184","-87.64664","member"
"29AC58B5D21924CD","classic_bike","2025-03-27 12:20:41.367","2025-03-27 12:26:16.789","Canal St & Taylor St","15550","Halsted St & Polk St","TA1307000121","41.870257","-87.639474","41.87184","-87.64664","member"
"ED264B230BF6654E","classic_bike","2025-03-28 17:38:09.902","2025-03-28 18:02:53.993","Drake Ave & Montrose Ave","KA1504000097","Greenview Ave & Diversey Pkwy","13294","41.96115407569","-87.7165690733","41.93258963429789","-87.66593635082245","member"
"ACE33A3BCFF15382","classic_bike","2025-03-26 07:48:05.159","2025-03-26 08:27:45.673","Clark St & Leland Ave","TA1309000014","Halsted St & Fulton St","23003","41.96708783918421","-87.66729086637497","41.886871","-87.648089","member"
"65ADDB439C2D82BC","classic_bike","2025-03-13 11:54:16.586","2025-03-13 12:29:14.41","Clark St & Leland Ave","TA1309000014","Halsted St & Fulton St","23003","41.96708783918421","-87.66729086637497","41.886871","-87.648089","member"
"6ECA7C80BCFAFA35","electric_bike","2025-03-05 07:31:27.847","2025-03-05 07:42:31.668","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"D08593906D174693","electric_bike","2025-03-13 05:44:10.203","2025-03-13 05:48:44.05","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.89102331025185","-87.63547986745834","41.886871","-87.648089","member"
"2BC04835D2BE35A6","classic_bike","2025-03-25 16:38:13.061","2025-03-25 17:06:02.798","McClurg Ct & Erie St","KA1503000041","Campbell Ave & North Ave","13257","41.894503","-87.617854","41.910535","-87.689556","member"
"8735D7B873B074EA","classic_bike","2025-03-28 17:12:39.099","2025-03-28 17:42:03.639","McClurg Ct & Erie St","KA1503000041","Campbell Ave & North Ave","13257","41.894503","-87.617854","41.910535","-87.689556","member"
"F28A9FF49F63763E","electric_bike","2025-03-22 12:43:12.664","2025-03-22 13:00:20.756","Melvina Ave & Giddings Ave","24368","Narragansett Ave & Wrightwood Ave","21314","41.96648","-87.78202","41.92729","-87.78523","casual"
"567F22D64F5C7D77","electric_bike","2025-03-18 07:52:03.097","2025-03-18 08:05:51.262","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"999C81B072E7E711","electric_bike","2025-03-13 07:58:01.275","2025-03-13 08:11:37.252","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"F34DEECE4B59B4F0","electric_bike","2025-03-22 18:24:49.478","2025-03-22 18:37:16.381","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"962F1F4BCD636CFE","electric_bike","2025-03-28 01:07:18.39","2025-03-28 01:18:05.451","Wells St & Concord Ln","TA1308000050","Paulina Ave & North Ave","TA1305000037","41.912133","-87.634656","41.90985465216731","-87.66993016004562","casual"
"370EF1B130CC5049","classic_bike","2025-03-15 18:12:50.038","2025-03-15 18:20:06.859","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.89102331025185","-87.63547986745834","41.886871","-87.648089","member"
"CC0EC46B4DEC2438","classic_bike","2025-03-14 09:28:20.417","2025-03-14 09:33:05.053","Francisco Ave & Foster Ave","KA1504000160","St Louis Ave & Foster Ave","23112","41.97563272521","-87.7014194389","41.9759837","-87.7159844","member"
"D3391133783BDDED","classic_bike","2025-03-26 18:56:52.297","2025-03-26 19:10:52.738","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"71D7A68E10CDD525","electric_bike","2025-03-05 08:15:48.56","2025-03-05 08:27:54.693","Western Ave & Walton St","KA1504000103","Halsted St & Fulton St","23003","41.89841768945","-87.6865960164","41.886871","-87.648089","casual"
"A34F8BC3ECF70125","classic_bike","2025-03-31 07:12:05.22","2025-03-31 07:48:21.131","Clark St & Leland Ave","TA1309000014","Halsted St & Fulton St","23003","41.96708783918421","-87.66729086637497","41.886871","-87.648089","member"
"0B78EBD5C32E151C","electric_bike","2025-03-18 16:35:04.186","2025-03-18 16:48:56.201","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"CD1E0F5CE17E6DDF","electric_bike","2025-03-08 18:09:17.866","2025-03-08 18:17:46.069","Wells St & Concord Ln","TA1308000050","Wilton Ave & Diversey Pkwy*","chargingstx2","41.912133","-87.634656","41.932418","-87.652705","casual"
"43376948E51ED3A7","electric_bike","2025-03-15 10:04:24.797","2025-03-15 10:09:27.619","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.89102331025185","-87.63547986745834","41.886871","-87.648089","casual"
"AFD6F4A177FA0B63","classic_bike","2025-03-28 08:38:36.152","2025-03-28 08:57:04.05","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"8843B97565CD1FC7","electric_bike","2025-03-13 17:45:14.746","2025-03-13 17:58:20.565","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"19B0D97D20B5C6E5","classic_bike","2025-03-18 18:37:55.184","2025-03-18 18:48:27.001","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.89102331025185","-87.63547986745834","41.886871","-87.648089","member"
"A2DB6E77F85CD7F7","electric_bike","2025-03-17 16:27:07.975","2025-03-17 16:38:07.219","McClurg Ct & Erie St","KA1503000041","Halsted St & Fulton St","23003","41.894503","-87.617854","41.886871","-87.648089","member"
"0766673A2330CB63","classic_bike","2025-03-23 12:31:16.259","2025-03-23 12:38:28.758","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.89102331025185","-87.63547986745834","41.886871","-87.648089","member"
"4C858414B53BBC69","classic_bike","2025-03-07 19:04:40.977","2025-03-07 19:24:39.576","Franklin St & Illinois St","RN-","Paulina Ave & North Ave","TA1305000037","41.89102331025185","-87.63547986745834","41.90985465216731","-87.66993016004562","member"
"7B3D86A150CA01F2","electric_bike","2025-03-20 16:42:28.613","2025-03-20 16:57:48.618","Wells St & Concord Ln","TA1308000050","Campbell Ave & North Ave","13257","41.912133","-87.634656","41.910535","-87.689556","member"
"609C1B610F7308C0","classic_bike","2025-03-09 19:16:46.262","2025-03-09 19:39:37.258","Wells St & Concord Ln","TA1308000050","Campbell Ave & North Ave","13257","41.912133","-87.634656","41.910535","-87.689556","member"
"9CAF0EE9D16215BA","classic_bike","2025-03-19 08:47:35.064","2025-03-19 09:02:54.859","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"8B37E52F001259A5","electric_bike","2025-03-12 08:38:50.686","2025-03-12 08:52:25.977","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912017107","-87.634711146","41.886871","-87.648089","member"
"FF800A72A99E2858","classic_bike","2025-03-20 07:59:03.219","2025-03-20 08:16:07.069","Wells St & Concord Ln","TA1308000050","Halsted St & Fulton St","23003","41.912133","-87.634656","41.886871","-87.648089","member"
"872133075A23AF6A","electric_bike","2025-03-11 18:24:29.77","2025-03-11 18:36:20.277","McClurg Ct & Erie St","KA1503000041","Halsted St & Fulton St","23003","41.894503","-87.617854","41.886871","-87.648089","member"
"0C53C1E850388768","classic_bike","2025-03-09 18:03:17.174","2025-03-09 18:27:02.584","Leavitt St & Division St","658","Greenview Ave & Diversey Pkwy","13294","41.902997","-87.683825","41.93258963429789","-87.66593635082245","member"
"D1F3E7CC4EE21823","electric_bike","2025-03-07 05:34:48.822","2025-03-07 05:38:32.055","Jefferson St & Monroe St","WL-011","Halsted St & Polk St","TA1307000121","41.880393028","-87.642808318","41.87184","-87.64664","member"
"2DC4FFE8CCBE540D","classic_bike","2025-03-14 16:13:39.686","2025-03-14 16:38:45.06","Wells St & Concord Ln","TA1308000050","Halsted St & Polk St","TA1307000121","41.912133","-87.634656","41.87184","-87.64664","member"
"2B3F68236535505E","electric_bike","2025-03-08 17:18:27.741","2025-03-08 17:31:01.444","Franklin St & Illinois St","RN-","Halsted St & Polk St","TA1307000121","41.89102331025185","-87.63547986745834","41.87184","-87.64664","member"
"2A131E0295ECDB92","classic_bike","2025-03-27 17:14:43.815","2025-03-27 17:23:33.659","Kingsbury St & Erie St","13265","Halsted St & Fulton St","23003","41.8939139","-87.6417358","41.886871","-87.648089","member"
"258C99A055BF319D","classic_bike","2025-03-10 16:18:57.192","2025-03-10 16:44:25.867","Rainbow - Beach","KA1503000049.1","South Shore Dr & 74th St","KA1503000020","41.75787096522547","-87.54917675279042","41.76218896038","-87.55927465","casual"
"B6FBC9BB9076FCBF","classic_bike","2025-03-04 08:48:26.186","2025-03-04 09:02:36.125","Racine Ave & 13th St","13165","Halsted St & Fulton St","23003","41.865054","-87.656959","41.886871","-87.648089","casual"
"7CF13106881BB3DB","classic_bike","2025-03-05 09:10:41.402","2025-03-05 09:26:10.164","Racine Ave & 13th St","13165","Halsted St & Fulton St","23003","41.865054","-87.656959","41.886871","-87.648089","casual"
"476F3EB2C946FA44","electric_bike","2025-03-13 17:35:53.127","2025-03-13 17:43:37.15","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.891016483","-87.635437012","41.886871","-87.648089","casual"
"A2D54D0E69FCE22C","classic_bike","2025-03-10 19:04:22.325","2025-03-10 19:14:10.752","Franklin St & Illinois St","RN-","Halsted St & Fulton St","23003","41.89102331025185","-87.63547986745834","41.886871","-87.648089","member"
"7F052056A9C08963","classic_bike","2025-03-08 16:56:46.499","2025-03-08 17:20:39.691","Wells St & Concord Ln","TA1308000050","Greenview Ave & Diversey Pkwy","13294","41.912133","-87.634656","41.93258963429789","-87.66593635082245","member"
"CBD4AF5BFDD249AC","electric_bike","2025-03-24 16:55:54.024","2025-03-24 17:05:11.3","Western Ave & Congress Pkwy","15668","Halsted St & Polk St","TA1307000121","41.87474885079","-87.6864452757","41.87184","-87.64664","member"
"425E91166BA66AD2","electric_bike","2025-03-07 13:30:13.282","2025-03-07 13:40:46.928","Western Ave & Congress Pkwy","15668","Halsted St & Polk St","TA1307000121","41.87474885079","-87.6864452757","41.87184","-87.64664","member"
"47644DEA2381E130","electric_bike","2025-03-18 19:16:08.278","2025-03-18 19:31:38.791","Wells St & Hubbard St","TA1307000151","Paulina Ave & North Ave","TA1305000037","41.889941216","-87.63421154","41.90985465216731","-87.66993016004562","casual"
"8830E2DAE66362FD","classic_bike","2025-03-14 19:30:19.324","2025-03-14 19:53:17.005","Central Ave & Wellington Ave","23173","Narragansett Ave & Wrightwood Ave","21314","41.934883","-87.766753","41.92729","-87.78523","casual"
"BB6FCD57FB3E2924","classic_bike","2025-03-28 18:30:03.052","2025-03-28 18:36:58.373","Wells St & Hubbard St","TA1307000151","Halsted St & Fulton St","23003","41.889906","-87.634266","41.886871","-87.648089","casual"
"4809A0FF1F923B6C","classic_bike","2025-03-12 20:03:37.243","2025-03-12 20:09:28.674","Wells St & Hubbard St","TA1307000151","Halsted St & Fulton St","23003","41.889906","-87.634266","41.886871","-87.648089","member"
"EAF9370CC0A6B698","classic_bike","2025-03-27 15:59:39.741","2025-03-27 16:04:30.193","Jefferson St & Monroe St","WL-011","Halsted St & Fulton St","23003","41.880329633634624","-87.64274597167967","41.886871","-87.648089","member"
"881E295838E5053A","electric_bike","2025-03-30 10:34:22.047","2025-03-30 10:38:17.367","Kingsbury St & Erie St","13265","Halsted St & Fulton St","23003","41.8939139","-87.6417358","41.886871","-87.648089","member"
"BFAC9C1D7B9ACB24","electric_bike","2025-03-07 00:07:21.966","2025-03-07 00:14:48.629","Wood St & Milwaukee Ave","13221","Halsted St & Fulton St","23003","41.907655","-87.672552","41.886871","-87.648089","member"
"C7C685120557C397","electric_bike","2025-03-03 19:29:37.273","2025-03-03 19:34:58.165","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"54C8523A8B99C5FB","electric_bike","2025-03-04 17:10:23.07","2025-03-04 17:15:07.328","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"240E72C784C71F60","electric_bike","2025-03-19 21:34:03.646","2025-03-19 21:38:17.518","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"34FE0D14629C2B2F","classic_bike","2025-03-14 16:51:08.214","2025-03-14 17:03:18.094","Leavitt St & Armitage Ave","TA1309000029","Campbell Ave & North Ave","13257","41.917805","-87.682437","41.910535","-87.689556","member"
"13D7CE730B83CA04","electric_bike","2025-03-12 18:35:36.446","2025-03-12 18:40:31.427","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"1C84A63B380A83BE","electric_bike","2025-03-17 16:52:32.163","2025-03-17 16:56:59.652","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"98359CD449D582FE","electric_bike","2025-03-31 18:32:42.788","2025-03-31 18:42:24.388","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"1F40FBDF2B91FBDC","electric_bike","2025-03-30 18:29:44.603","2025-03-30 18:33:20.852","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"22A9FE5F075ED473","electric_bike","2025-03-21 18:26:07.105","2025-03-21 18:30:15.959","Throop St & Taylor St","13139","Halsted St & Polk St","TA1307000121","41.868968","-87.659141","41.87184","-87.64664","member"
"2DC3B6ECBD301A74","electric_bike","2025-03-26 07:36:17.896","2025-03-26 07:45:39.714","Wood St & Milwaukee Ave","13221","Halsted St & Fulton St","23003","41.907655","-87.672552","41.886871","-87.648089","member"
"30C3BB3798A29F9F","electric_bike","2025-03-04 08:46:54.363","2025-03-04 08:51:53.85","Kingsbury St & Erie St","13265","Halsted St & Fulton St","23003","41.8939139","-87.6417358","41.886871","-87.648089","member"
"6C16338BFD7C7481","classic_bike","2025-03-28 14:35:13.08","2025-03-28 14:41:57.311","Wells St & Hubbard St","TA1307000151","Halsted St & Fulton St","23003","41.889906","-87.634266","41.886871","-87.648089","member"
"2DB9518CB291E66E","classic_bike","2025-03-24 18:54:56.49","2025-03-24 19:03:24.71","Wells St & Hubbard St","TA1307000151","Halsted St & Fulton St","23003","41.889906","-87.634266","41.886871","-87.648089","member"
"AB73CDBF9BEADA51","classic_bike","2025-03-25 22:42:26.896","2025-03-25 22:49:19.582","Jefferson St & Monroe St","WL-011","Halsted St & Polk St","TA1307000121","41.880329633634624","-87.64274597167967","41.87184","-87.64664","casual"
"6786AC0EF850D1E5","classic_bike","2025-03-26 15:55:44.55","2025-03-26 16:07:24.483","Leavitt St & Division St","658","Paulina Ave & North Ave","TA1305000037","41.902997","-87.683825","41.90985465216731","-87.66993016004562","casual"
"C8EC2DC9B34836AC","electric_bike","2025-03-16 11:27:03.719","2025-03-16 11:31:12.197","Jefferson St & Monroe St","WL-011","Halsted St & Polk St","TA1307000121","41.880329633634624","-87.64274597167967","41.87184","-87.64664","casual"
"A4A1006762C30CCD","classic_bike","2025-03-12 09:09:28.733","2025-03-12 09:16:35.292","Kingsbury St & Erie St","13265","Halsted St & Fulton St","23003","41.8939139","-87.6417358","41.886871","-87.648089","member"
"750C8D8C41DCBB6A","electric_bike","2025-03-16 08:35:34.065","2025-03-16 08:39:37.045","Jefferson St & Monroe St","WL-011","Halsted St & Polk St","TA1307000121","41.880329633634624","-87.64274597167967","41.87184","-87.64664","member"
"D8D87DA23F89BB76","classic_bike","2025-03-12 18:35:59.433","2025-03-12 18:43:20.398","Wells St & Hubbard St","TA1307000151","Halsted St & Fulton St","23003","41.889906","-87.634266","41.886871","-87.648089","member"
"A23E9CE1F2566585","classic_bike","2025-03-24 15:38:14.451","2025-03-24 15:49:50.618","Leavitt St & Division St","658","Paulina Ave & North Ave","TA1305000037","41.902997","-87.683825","41.90985465216731","-87.66993016004562","casual"
"5A2F7828D6947941","classic_bike","2025-03-20 15:36:33.249","2025-03-20 15:51:12.387","Leavitt St & Division St","658","Paulina Ave & North Ave","TA1305000037","41.902997","-87.683825","41.90985465216731","-87.66993016004562","casual"
"111E86F43C794552","electric_bike","2025-03-08 17:16:48.094","2025-03-08 17:35:21.546","Kingsbury St & Erie St","13265","Paulina Ave & North Ave","TA1305000037","41.8939139","-87.6417358","41.90985465216731","-87.66993016004562","casual"
"156533C51DA7A553","classic_bike","2025-03-24 18:54:51.471","2025-03-24 19:03:45.134","Wells St & Hubbard St","TA1307000151","Halsted St & Fulton St","23003","41.889906","-87.634266","41.886871","-87.648089","member"
"3BFA3CE00B73F084","classic_bike","2025-03-25 17:25:04.152","2025-03-25 17:31:31.067","Wells St & Hubbard St","TA1307000151","Halsted St & Fulton St","23003","41.889906","-87.634266","41.886871","-87.648089","member"
"875DF426168508CC","electric_bike","2025-03-01 19:34:58.35","2025-03-01 19:43:02.038","Jefferson St & Monroe St","WL-011","Halsted St & Fulton St","23003","41.880329633634624","-87.64274597167967","41.886871","-87.648089","member"
"58969BCA2A5FBF9B","classic_bike","2025-03-07 10:01:32.163","2025-03-07 10:07:55.638","Kingsbury St & Erie St","13265","Halsted St & Fulton St","23003","41.8939139","-87.6417358","41.886871","-87.648089","member"
"9A215988778299CD","classic_bike","2025-03-27 17:33:24.902","2025-03-27 17:48:10.732","Wells St & Hubbard St","TA1307000151","Paulina Ave & North Ave","TA1305000037","41.889906","-87.634266","41.90985465216731","-87.66993016004562","casual"
"A6A39913B6D2D8F9","classic_bike","2025-03-09 19:38:35.357","2025-03-09 19:48:17.404","Halsted St & Archer Ave","TA1308000013","Halsted St & Polk St","TA1307000121","41.847203","-87.646795","41.87184","-87.64664","casual"
"9955E6B5EF795A4A","electric_bike","2025-03-01 19:35:25.755","2025-03-01 19:42:56.007","Jefferson St & Monroe St","WL-011","Halsted St & Fulton St","23003","41.880329633634624","-87.64274597167967","41.886871","-87.648089","member"
